Row,ada_boost,bagging,bayesian_ard,decision_tree,extra_tree,gradient_boosting,mlp,passive_aggressive,random_forest,svr_epsilon,svr_linear,svr_nu
1,0.039472109536573895,0.02014458523245741,0.02392617475463495,0.038582848362818306,0.010795830159002394,0.03859593981272644,0.0026406105007096363,0.048607406458341974,0.020360039083332723,0.02803483964232734,0.0010042996734991028,0.011923261170781031
2,0.005362146035906316,0.007464724212336969,0.0011625735116637254,0.01971164761512759,0.005928714601020185,0.002000731589654207,0.0005193573383170506,0.013192897722557191,0.006262077208969812,0.02930123513044368,0.0005371116908701782,0.0012893707913904382
3,0.0005566824417237163,0.0018806908582557902,0.0025459960786997885,0.005910148412484305,0.005629218266419645,0.01033801024388336,0.002864041100745793,0.13842210173460656,0.002443318573556779,0.02755319921353096,0.0010983164404954082,0.02187721252122492
4,0.0072604938842358024,0.009891210065402058,0.008448570015855323,0.002468770404935033,0.00730919470645623,0.009737685922392046,0.0011556394333243625,0.06572274184745884,0.011006035435232295,0.02779863072494213,0.018083699154110223,0.0313449724153446
5,0.003514775748707536,0.0003959469364363746,0.012656500664242022,0.011207536575807826,0.0015128927503205076,0.002003089325907495,0.011484085496399838,0.0045271676299585735,0.0022465494394132354,0.01604868749116972,0.011560254077086421,0.010238434264125315
6,0.015666735543297568,0.014504493052929468,0.008358737945557188,0.02222786371396766,0.014279873158787497,0.013347583837839143,0.0029808431921515065,0.0033367915604128177,0.01768202090872653,0.01738418941227995,0.0002676236252869661,0.015744099378731866
7,0.0018448108240355372,0.0049285573568763116,0.019051989171235236,0.004969048348971591,0.0035210616650182542,0.00759246628960177,0.0014361675067032596,0.07790689174545122,0.001760636795227219,0.027349423551489272,0.0013225443070424927,0.004984184850833939
8,0.009192293322934376,0.02002400495300379,0.004377118569233806,0.02222286134439446,0.013599264943178396,0.012373560097069409,0.008870231982480064,0.03298487006256036,0.01414290150661292,0.034287964354198605,0.008888979433457043,0.009243033971663591
9,0.03934017143729711,0.10081775673702095,0.05548466860957222,0.16667003765779684,0.0670575963302315,0.16590961952758468,0.033556648612940596,0.1766908134293482,0.08233901192431414,0.047807282590028956,0.0321418143411218,0.08398278822930594
10,0.0277217853479164,0.03104473637325226,0.03372013202585655,0.03964506974490731,0.030853170410741537,0.034711205979577615,0.010168894572961284,0.01613312510170426,0.03189794181990398,0.03279938908962177,0.002587021231901369,0.028579960680578966
11,0.030770717472332006,0.02547477286190888,0.033145185277233646,0.03860166490221406,0.028055147169420497,0.03280848560021643,0.01768009530501661,0.036293599947963634,0.03545796565566473,0.007706219224996043,0.017808481184669326,0.03346839519464142
12,0.00032382600305065975,0.00202586641498783,0.04571466180878226,0.00042166613589737523,0.005388126829511378,0.004157220618389674,0.011245039081033187,0.14692097545526916,0.0019285119997456152,0.056524859478366725,0.010894527353246723,0.0351433298665966
13,0.005324234867509658,8.057822274470298e-07,0.00847998472570188,0.01882448604338673,0.006756633510217348,0.015125240089590488,0.0006002364701378727,0.10429192045410673,0.0075685724206578636,0.006916671792375546,0.0008152653689585549,0.0038938233895430712
14,0.022637188229263566,0.015718002341692256,0.04056830908047052,0.022637188229263566,0.004751675525887705,0.004802323600108138,0.005801222767973722,0.21926737169371277,0.011928226214952965,0.041352252616410866,0.009951822572343005,0.034603871205838264
15,0.025032505598252493,0.02864419627642642,0.014356547993096373,0.012739695018966362,0.00988732718119418,0.024438325388904978,0.0009912613949971066,0.15794637173318626,0.022217636130327026,0.009393736853934931,0.0011955241409903053,0.010171858183825943
16,0.029778582372887857,0.025357209017142585,0.019169588589135304,0.0015818393290555025,0.01409161404267699,0.015403503431767333,0.0027742527032934955,0.0625417194550251,0.025828910075958972,0.01985456680061232,0.00019079615083156162,0.02464348467606063
17,0.03436128267037669,0.043354833422819886,0.013918226301011853,0.04190357228190677,0.021056747921858576,0.03716318759104057,0.0007186777142942205,0.1449875038198284,0.039781678553252334,0.016901451247024846,0.005628616381115031,0.027245298301656992
18,0.028039912580071526,0.0373695000395532,0.03612305197940089,0.010595057502779191,0.020326650418969125,0.03224266366760124,0.020311588479277422,0.014824735569069023,0.03824823372263913,0.023307962900805192,0.01842849545335397,0.027570690539362917
19,0.15788354386141978,0.16307511079589737,0.019637780971399912,0.15119373995580904,0.10519384886736811,0.18116326481151623,0.010294269733955369,0.12948163435355042,0.1571300114249076,0.15452583075076606,0.006351133697218043,0.2012715480186957
20,0.028970781721536398,0.005981263319653875,0.014193569899314728,0.029568031671370135,0.028440839857555935,0.028868501815394024,0.02057464914975505,0.02862219221208042,0.024299490934026276,0.06129031284119696,0.017366891779825585,0.06656805581186861
21,0.020729538416173247,0.01867624897274446,0.032261875124878804,0.0003068165895442508,0.006291680667533996,0.005477872978830159,0.010139427854097532,0.19639632804270438,0.024690874265325943,0.02544238125474375,0.014443598351110566,0.03994855746807468
22,0.04079845998586261,0.03328272304621172,0.029688545544543515,0.021298217483815086,0.03659239328405647,0.0368003389583743,0.006926347569580415,0.027527998851347754,0.03377391984721355,0.04059175494642566,0.006260625265113207,0.05329025098126903
23,0.01733467822932097,0.010876041954811707,0.029954283524750262,0.1231447369609088,0.017300414044204293,0.003968108839352972,0.017636187799167553,0.21794821732189976,0.008484059160996375,0.012188672518957245,0.023187726677417562,0.01811146247115374
24,0.003315279517637498,0.006456076029298121,0.01707470457486664,0.005626459155095239,0.010224910394301063,0.004004808110530079,0.01318591170128264,0.08868979051143235,0.005753603595664034,0.03891324200822601,0.01506391504841026,0.012007572686079026
25,0.007970060656123844,0.002510775407240918,0.0006397492288794077,0.005629704354626882,0.003796781018485974,0.0012328235092563375,0.0028724778738122504,0.06801537584074399,0.0011532065577635447,0.02394576042888435,0.00296812487376569,0.0027800801549008264
26,0.009267910872490898,0.004747390918214798,0.0022827227807033614,0.016900524323146354,0.007031951877877462,0.010857713426964335,0.00047358900970309207,0.036223478715729195,0.006080826244628763,0.03190987911502554,0.00047520669723354693,0.004455675433065207
27,0.0009947546000939654,0.0077444447002131805,0.011123664453469833,0.009887758341538213,0.0023606125386181707,0.005269858181734879,0.007543210422660075,0.056855525897242506,0.00857128382031792,0.01954314158213256,0.007222142401324815,0.0042605209059912025
28,0.07837911113126957,0.07367840974263404,0.029351490243502528,0.07147440615118937,0.05276565780567603,0.08062577181393779,0.002700138792301349,0.04211653990815446,0.07885058639228382,0.008977118081220311,0.002755433775963215,0.022819269113638446
29,0.008412836740966188,0.009018454788415243,0.014468130575615676,0.008179951680796438,0.011085525176321243,0.00841147852901165,0.0030225747457965214,0.028441101754782566,0.011072816048482963,0.019582884759098366,0.0029898562747576337,0.006472134074757703
30,0.034486686448952836,0.035219300243397415,0.0020249120566008106,0.03783158840175821,0.006630340870590205,0.015533248235474185,0.003943278967369367,0.1166344089846495,0.03850992827456271,0.0797157986910818,0.005107712325946779,0.010589465854030517
31,0.022692711961311132,0.06325777485366287,0.029565103064172038,0.022790552094157847,0.05500479688944072,0.028167784331826793,0.008439298632602244,0.07971502413055799,0.06454379002397098,0.04371601139322882,0.008601965832978035,0.05078265292740673
32,0.01219021828340086,0.0033205504943830014,2.0393699479159587e-05,0.015632653404504662,0.0009469799951667336,0.0005444609145546669,0.00686655352907688,0.029219920311676827,0.0035717117373785206,0.025725934045220108,0.010514493350287885,0.009296296053471648
33,0.0005141860936295936,0.0024578082295036315,0.0029175099260265918,0.000998262297010237,0.0018291364252503084,0.0017379118851346268,0.0019549900957310947,0.050800301220523536,0.004292432307903418,0.028508003471494455,0.003427712329558893,0.019878427621062254
34,0.053969067473267046,0.07901299191101581,0.0016344559211327867,0.060081795572075915,0.017832791486403182,0.025916289832517064,0.00719422202746475,0.19271776461206275,0.11348566458146708,0.09852027189908957,0.007184462664801317,0.08271025839566065
35,0.024281533057484598,0.016741726485396166,0.011133610555476743,0.020739094205199135,0.011937419054247387,0.02141308311033191,0.0028103953488826778,0.06018569761607017,0.016075010093972105,0.033312170718805004,0.0027978165229013965,0.0019194244972861707
36,0.029486581579462146,0.014310078002211488,0.04279013171861761,0.007550977855066497,0.012361058995504291,0.015983537510874193,0.0026092809205682183,0.036765589269901075,0.013358580688877022,0.03214233245530864,0.002345712366551901,0.016762123114559963
37,0.028162407551146563,0.013467266969703018,0.007448043814629246,0.028486433443600027,0.0003025704110776674,0.020725338076503858,0.004902505227504173,0.14767858259257427,0.015067104509700108,0.019867761463412032,0.004803315756219865,0.0025002906784496346
38,0.0011485815616513483,0.007234387226868949,0.011068839086916225,0.019057125035605787,0.015445583404397487,0.006023562267816973,0.016321286461562588,0.23157542801293649,0.003975779383751022,0.04413627179482446,0.016472112940149032,0.03955034653679121
39,0.00234421040841732,0.000197669373666228,0.005078800701104786,0.00812490654633754,0.00018687210214364227,0.003858406438845586,0.0007363360814786087,0.041684876604698655,0.0023045933172106433,0.025734683152691853,0.00123139012342358,0.009139811139124772
40,0.005765756242583554,0.0012395106014962286,0.020480636855547723,0.003976467222249619,0.002473223925555212,0.0026368250190406907,0.010681700055399932,0.0028570894654121573,0.005318096962187845,0.011024983746848521,0.014266330948278106,0.008985079486202798
41,0.0027365782973000786,0.011295307020459512,0.0030992586425705945,0.00411706702780492,0.005829645179218897,0.005825768782584909,0.002804154535699179,0.10442134743563308,0.014131983997711347,0.003251774464184749,0.007138082789441682,0.0067140495248374475
42,0.006446528462965533,0.004744721358932168,0.002983626564795663,0.006446528462965382,0.004377697583062563,0.002198102532263249,0.002958966261833622,0.0639652692032955,0.00842242973475978,0.0007089964500647659,0.00942334851494321,0.003931533411844019
43,0.004948992065517325,7.14392717910313e-05,0.02487330022392011,0.00678964370619013,0.006250640428551418,0.00677392813673724,0.00951728048648633,0.0390297574386079,0.00047038281020065064,0.021165102669361904,0.008734493191101254,0.0018466915908591462
